-2.3335361,-12.394949
21.088228,-6.897339
5.294365,15.16542
26.6722,3.2145321
-9.747003,0.078993104
17.087242,-4.891499
19.384531,12.5720825
18.967445,-7.974808
25.92733,3.797292
1.1726635,-10.91819
23.081972,7.6270857
-10.267485,-6.908562
21.595194,11.158839
-18.56212,-8.014502
19.965946,-4.8339467
-5.597045,24.619791
-3.564749,23.233498
13.233605,-4.071566
9.267208,-1.2534887
25.01387,-0.007299379
-20.55466,-9.759648
-17.325695,24.132198
-5.924476,-16.43896
11.16294,-3.4884768
26.382168,11.192644
6.6779733,-14.563304
2.3612146,-15.095854
24.771181,-4.1647243
21.910717,7.7307916
9.750072,-10.908986
-17.427015,-9.721052
-0.42375213,0.5630226
2.4317474,13.092532
-17.593082,-17.527431
-5.8771043,23.149027
-11.139815,24.03577
13.494156,-6.776871
-6.271423,26.381727
-6.298064,-11.339378
-4.736008,7.1642537
-7.2012854,20.161528
-2.8377714,-12.045043
1.3341919,-13.229033
-6.5203915,-1.649967
-15.138198,23.03295
4.727535,15.706664
10.629088,8.0023575
-10.518174,15.589023
19.98146,10.846566
-16.083485,21.296953
24.248533,-5.015573
13.189109,-3.7671058
-4.556945,22.717892
-0.6224926,-11.345304
-5.2518816,18.125874
10.603973,-5.284854
22.901663,-1.6596036
-10.304628,0.8653711
-12.416572,23.873684
-9.04056,-19.968088
-6.4441686,25.5501
-14.021645,23.412033
23.007454,-3.0796864
-5.308903,26.098253
-4.0341926,24.046707
-3.3139422,24.20044
-11.561564,18.176214
27.035927,-0.8773843
21.532026,5.7775655
10.21692,-10.377351
-12.712275,25.167528
13.621306,-0.97704804
9.90292,-6.865311
-10.021911,-18.61381
24.047419,-2.2820158
26.823812,0.624068
13.575942,-1.7636585
24.162468,-0.54558444
-2.3980772,-13.502263
16.956375,-3.8495011
18.033796,-3.4406796
-14.466943,24.927013
25.79992,-3.8590295
14.93439,-4.4781065
16.23452,-6.312174
3.0987267,10.20559
-5.7287245,25.253252
-5.849315,22.414373
-7.1222043,-1.7496637
25.250317,-0.06651856
-2.7263515,-15.302531
4.5410166,12.157123
-17.941189,24.17643
-2.119975,-11.293657
19.10972,-5.091256
26.95545,-1.1627967
-6.7545195,24.800817
5.8841777,-8.066377
-20.178762,-6.5655575
-3.9193878,-12.0347805
-19.89102,-11.959323
-17.149939,-16.732153
-11.744468,-8.46711
-2.7268898,-20.26293
-12.089725,-20.951511
-10.503165,-17.140045
-16.066755,-7.3525534
15.790299,-3.3494182
-17.941555,-9.472263
-10.35978,-12.187798
-6.1104393,-4.086465
-2.2488701,-4.852005
-19.467186,-4.7043777
-13.49939,-22.515236
14.426527,9.339102
5.662003,-15.897987
-7.5529475,-18.786415
-17.058321,2.4002926
-16.827951,-3.0144644
-1.8889732,-16.124788
1.4216669,-17.381027
-8.384633,-19.256384
-9.958019,-18.018679
-3.0002115,-20.583332
-6.5678525,-5.36439
-19.38713,24.219643
-17.340117,-11.175731
7.114798,-16.222132
-20.779245,-11.778577
3.3900306,-16.939972
3.000502,-18.030153
-8.203563,17.111563
-10.122207,17.01526
-8.214633,0.6597718
-14.351078,-12.544413
-13.186115,-17.814116
-11.954159,-11.616385
-18.231194,-11.521636
-8.361332,-14.292776
-0.2808289,-17.555344
-10.657029,-18.09406
-19.249779,-3.8625808
-1.1719888,-16.624552
-19.701363,-10.93779
-11.319634,-11.7347975
-16.848764,22.53476
-6.2835517,-0.8205825
-6.5468206,-18.399763
-6.388903,17.742105
-14.556392,20.452204
-11.900694,-17.71612
-6.574553,-5.4469237
-17.08685,21.31083
-11.364718,-20.339804
-12.276547,-19.388418
6.2847924,-12.554525
4.9205775,-15.9643955
-21.085701,-10.570893
-2.401016,-10.524241
-19.38587,-13.593001
-18.807817,-2.8699439
-20.22954,-12.920225
-9.02394,17.20564
-14.202132,-13.248073
-10.172248,-20.023666
-16.851585,-12.681178
-16.15695,-19.510115
-19.012312,-12.686848
-19.57955,-6.4703155
-0.56312,-14.408712
-15.71452,-4.609969
-8.874583,-17.587435
-17.614235,-15.804891
-15.798863,-20.319561
-18.911798,-3.595629
-12.796307,-8.482903
-8.938018,0.10131092
-6.567025,-8.1682415
-18.163197,-12.977955
-8.621441,-10.026677
-19.936054,-4.0526886
-17.94414,-3.24487
-13.273535,-21.427176
-18.311306,19.724958
-15.7281885,20.47099
-7.901256,-1.2332071
-13.807552,-20.773832
-9.338913,-4.233965
-18.296946,-12.107782
-16.808979,-19.258764
-17.55143,-12.62514
-18.670187,-14.626029
-3.0696998,-10.882039
-16.362389,-16.587418
-0.5421657,-12.5649805
-3.0830264,-17.803093
7.1778154,-16.527655
-20.362637,-13.410852
8.561782,-12.224726
18.496492,12.8699
-3.334751,-5.1022162
-9.378163,-18.009295
-11.064272,-14.502176
-0.060211197,-0.73658615
-5.687748,-2.2016103
-17.711115,22.508615
-13.49345,-12.369175
17.120682,-2.4533195
-3.9413295,-5.8965955
-5.4494214,18.9259
-14.804236,-4.8476944
-14.42263,-21.577085
-16.374891,-18.596363
3.018251,-7.839111
2.103031,13.585079
-5.717762,-15.5559025
-13.116793,-6.0524797
24.067692,-1.3246403
-6.122769,16.884624
-9.521169,-5.713498
-9.555447,-15.951041
-4.3084755,-3.0202556
