-2.3335361	-12.394949	1.0
21.088228	-6.897339	1.0
5.294365	15.16542	1.0
26.6722	3.2145321	1.0
-9.747003	0.078993104	1.0
17.087242	-4.891499	1.0
19.384531	12.5720825	1.0
18.967445	-7.974808	1.0
25.92733	3.797292	1.0
1.1726635	-10.91819	1.0
23.081972	7.6270857	1.0
-10.267485	-6.908562	1.0
21.595194	11.158839	1.0
-18.56212	-8.014502	1.0
19.965946	-4.8339467	1.0
-5.597045	24.619791	1.0
-3.564749	23.233498	1.0
13.233605	-4.071566	1.0
9.267208	-1.2534887	1.0
25.01387	-0.007299379	1.0
-20.55466	-9.759648	1.0
-17.325695	24.132198	1.0
-5.924476	-16.43896	1.0
11.16294	-3.4884768	1.0
26.382168	11.192644	1.0
6.6779733	-14.563304	1.0
2.3612146	-15.095854	1.0
24.771181	-4.1647243	1.0
21.910717	7.7307916	1.0
9.750072	-10.908986	1.0
-17.427015	-9.721052	1.0
-0.42375213	0.5630226	1.0
2.4317474	13.092532	1.0
-17.593082	-17.527431	1.0
-5.8771043	23.149027	1.0
-11.139815	24.03577	1.0
13.494156	-6.776871	1.0
-6.271423	26.381727	1.0
-6.298064	-11.339378	1.0
-4.736008	7.1642537	1.0
-7.2012854	20.161528	1.0
-2.8377714	-12.045043	1.0
1.3341919	-13.229033	1.0
-6.5203915	-1.649967	1.0
-15.138198	23.03295	1.0
4.727535	15.706664	1.0
10.629088	8.0023575	1.0
-10.518174	15.589023	1.0
19.98146	10.846566	1.0
-16.083485	21.296953	1.0
24.248533	-5.015573	1.0
13.189109	-3.7671058	1.0
-4.556945	22.717892	1.0
-0.6224926	-11.345304	1.0
-5.2518816	18.125874	1.0
10.603973	-5.284854	1.0
22.901663	-1.6596036	1.0
-10.304628	0.8653711	1.0
-12.416572	23.873684	1.0
-9.04056	-19.968088	1.0
-6.4441686	25.5501	1.0
-14.021645	23.412033	1.0
23.007454	-3.0796864	1.0
-5.308903	26.098253	1.0
-4.0341926	24.046707	1.0
-3.3139422	24.20044	1.0
-11.561564	18.176214	1.0
27.035927	-0.8773843	1.0
21.532026	5.7775655	1.0
10.21692	-10.377351	1.0
-12.712275	25.167528	1.0
13.621306	-0.97704804	1.0
9.90292	-6.865311	1.0
-10.021911	-18.61381	1.0
24.047419	-2.2820158	1.0
26.823812	0.624068	1.0
13.575942	-1.7636585	1.0
24.162468	-0.54558444	1.0
-2.3980772	-13.502263	1.0
16.956375	-3.8495011	1.0
18.033796	-3.4406796	1.0
-14.466943	24.927013	1.0
25.79992	-3.8590295	1.0
14.93439	-4.4781065	1.0
16.23452	-6.312174	1.0
3.0987267	10.20559	1.0
-5.7287245	25.253252	1.0
-5.849315	22.414373	1.0
-7.1222043	-1.7496637	1.0
25.250317	-0.06651856	1.0
-2.7263515	-15.302531	1.0
4.5410166	12.157123	1.0
-17.941189	24.17643	1.0
-2.119975	-11.293657	1.0
19.10972	-5.091256	1.0
26.95545	-1.1627967	1.0
-6.7545195	24.800817	1.0
5.8841777	-8.066377	1.0
-20.178762	-6.5655575	1.0
-3.9193878	-12.0347805	2.0
-19.89102	-11.959323	2.0
-17.149939	-16.732153	2.0
-11.744468	-8.46711	2.0
-2.7268898	-20.26293	2.0
-12.089725	-20.951511	2.0
-10.503165	-17.140045	2.0
-16.066755	-7.3525534	2.0
